Entity,Births_Combined,Deaths_Combined,Population in thousands,Urban Population (%),Dependency Ratio (%),region,Background
Maldives,612351,190858,31632.345,30.408548712871283,65.22382178217822,Asia,"A sultanate since the 12th century, the Maldives became a British protectorate in 1887 and a republic in 1968, three years after independence. President Maumoon Abdul GAYOOM dominated Maldives' political scene for 30 years, elected to six successive terms by single-party referendums. After political demonstrations in the capital Male in 2003, GAYOOM and his government pledged to embark upon a process of liberalization and democratic reforms, including a more representative political system and expanded political freedoms. Political parties were legalized in 2005. In 2008, a constituent assembly -- termed the ""Special Majlis"" -- finalized a new constitution ratified by GAYOOM. The first-ever presidential elections under a multi-candidate, multi-party system were held later that year. GAYOOM was defeated in a runoff by Mohamed NASHEED, a political activist whom the regime had jailed several years earlier. In 2012, after several weeks of street protests in response to a top judge's arrest, NASHEED resigned the presidency and handed over power to Vice President Mohammed WAHEED Hassan Maniku. A government-appointed Commission of National Inquiry concluded that there was no evidence of a coup, but NASHEED contended that police and military personnel forced him to resign. NASHEED, WAHEED, and Abdulla YAMEEN Abdul Gayoom ran in the 2013 elections with YAMEEN ultimately winning the presidency after three rounds of voting. In 2018, YAMEEN lost his reelection bid to parliamentarian Ibrahim Mohamed SOLIH. YAMEEN was arrested and jailed in 2022 on corruption charges. Maldives' fourth democratic election was held in September 2023. The winner, Male City Mayor Dr. Mohamed MUIZZU, campaigned on a platform of Maldivian sovereignty, vowing to remove Indian military personnel from the country. MUIZZU represents a joint Progressive Pary of Maldives and People's National Congress (PPM/PNC) coalition.  "
Mali,67137202,20763727,1701368.395,31.99927079207921,88.48706930693069,Africa,"Present-day Mali is named after the Mali Empire that ruled the region between the 13th and 16th centuries. At its peak in the 14th century, it was the largest and wealthiest empire in West Africa and controlled an area about twice the size of modern-day France. Primarily a trading empire, Mali derived its wealth from gold and maintained several goldfields and trade routes in the Sahel. The empire also influenced West African culture through the spread of its language, laws, and customs, but by the 16th century, it had fragmented into mostly small chiefdoms. The Songhai Empire, previously a Mali dependency centered in Timbuktu, gained prominence in the 15th and 16th centuries. Under Songhai rule, Timbuktu became a large commercial center, well-known for its scholarship and religious teaching. Timbuktu remains a center of culture in West Africa today. In the late 16th century, the Songhai Empire fell to Moroccan invaders and disintegrated into independent sultanates and kingdoms. France, expanding from Senegal, seized control of the area in the 1890s and incorporated it into French West Africa as French Sudan. In 1960, French Sudan gained independence from France and became the Mali Federation. When Senegal withdrew after only a few months, the remaining area was renamed the Republic of Mali. Mali saw 31 years of dictatorship until 1991, when a military coup led by Amadou Toumani TOURE ousted the government, established a new constitution, and instituted a multi-party democracy. Alpha Oumar KONARE won Mali's first two democratic presidential elections in 1992 and 1997. In keeping with Mali's two-term constitutional limit, he stepped down in 2002 and was succeeded by Amadou Toumani TOURE, who won a second term in 2007. In 2012, rising ethnic tensions and an influx of fighters -- some linked to Al-Qa’ida -- from Libya led to a rebellion and military coup. Following the coup, rebels expelled the military from the country’s three northern regions, allowing terrorist organizations to develop strongholds in the area. With a 2013 French-led military intervention, the Malian government managed to retake most of the north. However, the government’s grasp in the region remains weak with local militias, terrorists, and insurgent groups competing for control. In 2015, the Malian Government and northern rebels signed an internationally mediated peace accord. Despite a 2017 target for implementation of the agreement, the signatories have made little progress. Terrorist groups were left out of the peace process, and terrorist attacks remain common.   Ibrahim Boubacar KEITA won the Malian presidential elections in 2013 and 2018. Aside from security and logistic shortfalls, international observers deemed these elections credible. Terrorism, banditry, ethnic-based violence, and extra-judicial military killings plagued the country during KEITA’s second term. In 2020, the military arrested KEITA, his prime minister, and other senior members of the government and established a military junta called the National Committee for the Salvation of the People (CNSP). The junta then established a transition government and appointed Bah N’DAW, a retired army officer and former defense minister, as interim president and Colonel Assimi GOITA, the coup leader and chairman of the CNSP, as interim vice president. The transition government’s charter allowed it to rule for up to 18 months before calling a general election.  In 2021, GOITA led a military takeover, arresting the interim president after a Cabinet shake-up removed GOITA’s key allies. GOITA was sworn in as transition president, and Choguel Kokalla MAIGA was sworn in as prime minister. In 2022, the Economic Community of West African States (ECOWAS) imposed sanctions on the transition government, and member states closed their borders with Mali after the transition government presented a five-year extension to the electoral calendar. The transition government and ECOWAS agreed to a new two-year timeline, which would have included presidential elections in February 2024, but the transition government postponed the elections indefinitely in September 2023 and withdrew from ECOWAS in January 2024."
Malta,522532,378596,42187.956,92.54105861386138,55.42791089108911,Europe,"With a civilization that dates back thousands of years, Malta boasts some of the oldest megalithic sites in the world. Situated in the center of the Mediterranean, Malta’s islands have long served as a strategic military asset, with the islands at various times falling under the control of the Phoenicians, Carthaginians, Greeks, Romans, Byzantines, Moors, Normans, Sicilians, Spanish, Knights of St. John, and French. Most recently a British colony (since 1814), Malta gained its independence in 1964 and declared itself a republic 10 years later. While under British rule, the island staunchly supported the UK through both world wars. Since the mid-1980s, the island has transformed itself into a freight transshipment point, a financial center, and a tourist destination, as its key industries moved toward more service-oriented activities. Malta became an EU member in 2004 and joined the eurozone in 2008."
Mauritania,11823060,2487029,344366.62,39.7466104950495,83.03570297029702,Africa,"The Amazigh and Bafour people were among the earliest settlers in what is now Mauritania and among the first in recorded history to convert from a nomadic to agricultural lifestyle. These groups account for roughly one third of Mauritania’s ethnic makeup. The remainder of Mauritania’s ethnic groups derive from Sub-Saharan ethnic groups originating mainly from the Senegal River Valley, including descendants of former enslaved peoples. These three groups are organized according to a strict caste system with deep ethnic divides that impact access to resources and power dynamics.A former French colony, Mauritania achieved independence from France in 1960. Mauritania initially began as a single-party, authoritarian regime and experienced 49 years of dictatorships, flawed elections, failed attempts at democracy, and military coups. Ould Abdel AZIZ led the last coup in 2008, was elected president in 2009, and was reelected in 2014. Mohamed Ould Cheikh GHAZOUANI was elected president in 2019, and his inauguration marked the first peaceful transition of power from one democratically elected president to another, solidifying the country's status as an emerging democracy. International observers recognized the elections as relatively free and fair. GHAZOUANI is seeking re-election in June 2024 for a second, and final, five-year term. The country is working to address vestigial practices of slavery and its hereditary impacts. Mauritania officially abolished slavery in 1981, but the practice was not criminalized until 2007. Between 2005 and 2011, Al-Qaeda in the Islamic Maghreb (AQIM) launched a series of attacks killing western tourists and aid workers, attacking diplomatic and government facilities, and ambushing Mauritanian soldiers and gendarmes. Although Mauritania has not seen an attack since 2011, AQIM and similar groups remain active in the Sahel region.  "
Mauritius,1771547,954146,109200.328,41.429760990099005,60.016940594059406,Africa,"Although known to Arab and European sailors since at least the early 1500s, the island of Mauritius was uninhabited until 1638 when the Dutch established a settlement named in honor of Prince Maurits van NASSAU. Their presence led to the rapid disappearance of the flightless dodo bird that has since become one of the most well-known examples of extinction in modern times. The Dutch abandoned their financially distressed settlement in 1710, although a number of formerly enslaved people remained. In 1722, the French established what would become a highly profitable settlement focused on sugar cane plantations that were reliant on the labor of enslaved people brought to Mauritius from other parts of Africa. In the 1790s, the island had a brief period of autonomous rule when plantation owners rejected French control because of laws ending slavery that were temporarily in effect during the French Revolution. Britain captured the island in 1810 as part of the Napoleonic Wars but kept most of the French administrative structure, which remains to this day in the form of the country’s legal codes and widespread use of the French Creole language. The abolition of slavery in 1835 -- later than most other British colonies -- led to increased reliance on contracted laborers from the Indian subcontinent to work on plantations. Today their descendants form the majority of the population. Mauritius remained a strategically important British naval base and later an air station, and it played a role during World War II in anti-submarine and convoy operations, as well as in the collection of signals intelligence. Mauritius gained independence from the UK in 1968 as a Parliamentary Republic and has remained a stable democracy with regular free elections and a positive human rights record. The country also attracted considerable foreign investment and now has one of Africa's highest per capita incomes. Mauritius’ often-fractious coalition politics has been dominated by two prominent families, each of which has had father-son pairs who have been prime minister over multiple, often nonconsecutive, terms. Seewoosagur RAMGOOLAM (1968-76) was Mauritius’ first prime minister, and he was succeeded by Anerood JUGNAUTH (1982-95, 2000-03, 2014-17); his son Navin RAMGOOLAM (1995-2000, 2005-14); and Paul Raymond BERENGER (2003-05), the only non-Hindu prime minister of post-independence Mauritius. In 2017, Pravind JUGNAUTH became prime minister after his father stepped down short of completing his term, and he was elected in his own right in 2019. Mauritius claims the French island of Tromelin and the British Chagos Archipelago (British Indian Ocean Territory). Since 2017, Mauritius has secured favorable UN General Assembly resolutions and an International Court of Justice advisory opinion relating to its sovereignty dispute with the UK."
Mexico,210483882,70164440,9428714.297,71.5518098019802,70.8920396039604,Americas,"Mexico was the site of several advanced Amerindian civilizations -- including the Olmec, Toltec, Teotihuacan, Zapotec, Maya, and Aztec -- until Spain conquered and colonized the area in the early 16th century. Administered as the Viceroyalty of New Spain for three centuries, it achieved independence early in the 19th century. Elections held in 2000 marked the first time since Mexican Revolution in 1910 that an opposition candidate -- Vicente FOX of the National Action Party (PAN) -- defeated the party in government, the Institutional Revolutionary Party (PRI). He was succeeded in 2006 by another PAN candidate Felipe CALDERON, but Enrique PEÑA NIETO regained the presidency for the PRI in 2012. Left-leaning anti-establishment politician and former mayor of Mexico City (2000-05) Andrés Manuel LÓPEZ OBRADOR, from the National Regeneration Movement (MORENA), became president in 2018. The US-Mexico-Canada Agreement (USMCA, or T-MEC by its Spanish acronym) entered into force in 2020 and replaced its predecessor, the North American Free Trade Agreement (NAFTA). Mexico amended its constitution in 2019 to facilitate the implementation of the labor components of USMCA. Mexico is currently the US's second-largest goods trading partner, after Canada. Ongoing economic and social concerns include low real wages, high underemployment, inequitable income distribution, and few advancement opportunities, particularly for the largely indigenous population in the impoverished southern states. Since 2007, Mexico's powerful transnational criminal organizations have engaged in a struggle to control criminal markets, resulting in tens of thousands of drug-related homicides and forced disappearances."
Monaco,38311,47395,3097.488,100.0,68.98822772277228,Europe,"The Genoese built a fortress on the site of present-day Monaco in 1215. The current ruling GRIMALDI family first seized control in 1297 but was not able to permanently secure its holding until 1419. Economic development was spurred in the late 19th century with a railroad linkup to France and the opening of a casino. Since then, the principality's mild climate, coastal Mediterranean scenery, and gambling facilities have made Monaco world-famous as a tourist and recreation center."
Mongolia,6059191,2264239,253253.684,57.643644752475254,68.22650495049504,Asia,"The peoples of Mongolia have a long history under a number of nomadic empires dating back to the Xiongnu in the 4th century B.C., and the name Mongol goes back to at least the 11th century A.D. The most famous Mongol, TEMÜÜJIN (aka Genghis Khan), emerged as the ruler of all Mongols in the early 1200s. By the time of his death in 1227, he had created through conquest a Mongol Empire that extended across much of Eurasia. His descendants, including ÖGÖDEI and KHUBILAI (aka Kublai Khan), continued to conquer Eastern Europe, the Middle East, and the rest of China, where KHUBILAI established the Yuan Dynasty in the 1270s. The Mongols attempted to invade Japan and Java before their empire broke apart in the 14th century. In the 17th century, Mongolia fell under the rule of the Manchus of the Chinese Qing Dynasty. After Manchu rule collapsed in 1911, Mongolia declared independence, finally winning it in 1921 with help from the Soviet Union. Mongolia became a socialist state (the Mongolian People’s Republic) in 1924. Until the collapse of the Soviet Union in 1989, Mongolia was a Soviet satellite state and relied heavily on economic, military, and political assistance from Moscow. The period was also marked by purges, political repression, economic stagnation, and tensions with China. Mongolia peacefully transitioned to an independent democracy in 1990. In 1992, it adopted a new constitution and established a free-market economy. Since the country's transition, it has conducted a series of successful presidential and legislative elections. Throughout the period, the ex-communist Mongolian People's Revolutionary Party -- which took the name Mongolian People’s Party (MPP) in 2010 -- has competed for political power with the Democratic Party and several other smaller parties. For most of its democratic history, Mongolia has had a divided government, with the presidency and the parliamentary majority held by different parties but that changed in 2021, when the MPP won the presidency after having secured a supermajority in parliament in 2020. Mongolia’s June 2021 presidential election delivered a decisive victory for MPP candidate Ukhnaagiin KHURELSUKH. Mongolia maintains close cultural, political, and military ties with Russia, while China is its largest economic partner. Mongolia’s foreign relations are focused on preserving its autonomy by balancing relations with China and Russia, as well as its other major partners, Japan, South Korea, and the US."
Montserrat,15928,10271,784.692,11.412419801980198,69.0739207920792,Americas,"English and Irish colonists from St. Kitts first settled on Montserrat in 1632; the first African slaves arrived three decades later. The British and French fought for possession of the island for most of the 18th century, but it finally was confirmed as a British possession in 1783. The island's sugar plantation economy was converted to small farm landholdings in the mid-19th century. The Soufriere Hills Volcano erupted in 1995, devastating much of the island; two thirds of the population fled abroad. Montserrat has endured volcanic activity since, with the last eruption occurring in 2013."
Morocco,64768399,24146792,2820219.758,52.20567405940594,69.24972277227722,Africa,"In 788, about a century after the Arab conquest of North Africa, a series of Muslim dynasties began to rule in Morocco. In the 16th century, the Sa'adi monarchy, particularly under Ahmad al-MANSUR (1578-1603), repelled foreign invaders and inaugurated a golden age. The Alaouite Dynasty, to which the current Moroccan royal family belongs, dates from the 17th century. In 1860, Spain occupied northern Morocco and ushered in a half-century of trade rivalry among European powers that saw Morocco's sovereignty steadily erode; in 1912, the French imposed a protectorate over the country. A protracted independence struggle with France ended successfully in 1956. The internationalized city of Tangier and most Spanish possessions were turned over to the new country that same year. Sultan MOHAMMED V, the current monarch's grandfather, organized the new state as a constitutional monarchy and in 1957 assumed the title of king. Since Spain's 1976 withdrawal from Western Sahara, Morocco has extended its de facto administrative control to roughly 75% of this territory; however, the UN does not recognize Morocco as the administering power for Western Sahara. The UN since 1991 has monitored a cease-fire, which broke down in late 2020, between Morocco and the Polisario Front -- an organization advocating the territory’s independence -- and restarted negotiations over the status of the territory in 2018. In 2020, the US recognized Morocco's sovereignty over all of Western Sahara. In 2011, King MOHAMMED VI responded to the spread of pro-democracy protests in the North Africa region by implementing a reform program that included a new constitution, passed by popular referendum, under which some new powers were extended to parliament and the prime minister, but ultimate authority remains in the hands of the monarch. Later that year, the Justice and Development Party (PJD) -- a moderate Islamist democratic party -- won the largest number of seats in parliamentary elections, becoming the first Islamist party to lead the Moroccan Government. In 2015, Morocco held its first direct elections for regional councils, which was one of the reforms included in the 2011 constitution. The PJD again won the largest number of seats in nationwide parliamentary elections in 2016, but it lost its plurality to the probusiness National Rally of Independents (RNI) in 2021. In 2020, Morocco signed a normalization agreement with Israel, similar to those that Bahrain, the United Arab Emirates, and Sudan had concluded with Israel earlier that year."
Mozambique,87957148,25202185,2419195.494,27.38524237623762,83.41253465346534,Africa,"In the first half of the second millennium A.D., northern Mozambican port towns were frequented by traders from Somalia, Ethiopia, Egypt, Arabia, Persia, and India. The Portuguese were able to wrest much of the coastal trade from Arab Muslims in the centuries after 1500, and they set up their own colonies. Portugal did not relinquish Mozambique until 1975. Large-scale emigration, economic dependence on South Africa, a severe drought, and a prolonged civil war hindered the country's development until the mid-1990s. The ruling Front for the Liberation of Mozambique (FRELIMO) party formally abandoned Marxism in 1989, and a new constitution the following year provided for multiparty elections and a free-market economy. A UN-negotiated peace agreement between FRELIMO and rebel Mozambique National Resistance (RENAMO) forces ended the fighting in 1992. In 2004, Mozambique underwent a delicate transition as Joaquim CHISSANO stepped down after 18 years in office. His elected successor, Armando GUEBUZA, served two terms and then passed executive power to Filipe NYUSI in 2015. RENAMO’s residual armed forces intermittently engaged in a low-level insurgency after 2012, but a 2016 cease-fire eventually led to the two sides signing a comprehensive peace deal in 2019. Since 2017, violent extremists -- who an official ISIS media outlet recognized as ISIS's network in Mozambique for the first time in 2019 -- have been conducting attacks against civilians and security services in the northern province of Cabo Delgado. In 2021, Rwanda and the Southern African Development Community deployed forces to support Mozambique’s efforts to counter the extremist group."
Myanmar,95712280,49675404,4300708.983,28.559200693069304,60.89234653465347,Asia,"Burma is home to ethnic Burmans and scores of other ethnic and religious minority groups that have resisted external efforts to consolidate control of the country throughout its history. Britain conquered Burma over a period extending from the 1820s to the 1880s and administered it as a province of India until 1937, when Burma became a self-governing colony.  Burma gained full independence in 1948. In 1962, General NE WIN seized power and ruled the country until 1988 when a new military regime took control. In 1990, the military regime permitted an election but then rejected the results after the main opposition National League for Democracy (NLD) and its leader AUNG SAN SUU KYI (ASSK) won in a landslide. The military regime placed ASSK under house arrest until 2010. In 2007, rising fuel prices in Burma led pro-democracy activists and Buddhist monks to launch a ""Saffron Revolution"" consisting of large protests against the regime, which violently suppressed the movement. The regime prevented new elections until it had drafted a constitution designed to preserve the military's political control; it passed the new constitution in its 2008 referendum. The regime conducted an election in 2010, but the NLD boycotted the vote, and the military’s political proxy, the Union Solidarity and Development Party, easily won; international observers denounced the election as flawed. Burma nonetheless began a halting process of political and economic reforms. ASSK's return to government in 2012 eventually led to the NLD's sweeping victory in the 2015 election. With ASSK as the de facto head of state, Burma’s first credibly elected civilian government drew international criticism for blocking investigations into Burma’s military operations -- which the US Department of State determined constituted genocide -- against its ethnic Rohingya population. When the 2020 elections resulted in further NLD gains, the military denounced the vote as fraudulent. In 2021, the military's senior leader General MIN AUNG HLAING launched a coup that returned Burma to authoritarian rule, with military crackdowns that undid reforms and resulted in the detention of ASSK and thousands of pro-democracy actors.Pro-democracy organizations have formed in the wake of the coup, including the National Unity Government (NUG). Members of the NUG include representatives from the NLD, ethnic minority groups, and civil society. In 2021, the NUG announced the formation of armed militias called the People's Defense Forces (PDF) and an insurgency against the military junta. As of 2024, PDF units across the country continued to fight the regime with varying levels of support from and cooperation with the NUG and other anti-regime organizations, including armed ethnic groups that have been fighting the central government for decades. "
Namibia,5713090,1829018,186496.025,38.964384059405944,77.19528712871288,Africa,"Various ethnic groups occupied southwestern Africa prior to Germany establishing a colony over most of the territory in 1884. South Africa occupied the colony, then known as German South West Africa, in 1915 during World War I and administered it as a mandate until after World War II, when it annexed the territory. In 1966, the Marxist South-West Africa People's Organization (SWAPO) guerrilla group launched a war of independence for the area that became Namibia, but it was not until 1988 that South Africa agreed to end its administration in accordance with a UN peace plan for the entire region. Namibia gained independence in 1990, and SWAPO has governed it since, although the party has dropped much of its Marxist ideology. President Hage GEINGOB was elected in 2014 in a landslide victory, replacing Hifikepunye POHAMBA, who stepped down after serving two terms. SWAPO retained its parliamentary super majority in the 2014 elections. In 2019 elections, GEINGOB was reelected but by a substantially reduced majority, and SWAPO narrowly lost its super majority in parliament."
Nauru,26061,8099,988.607,100.0,66.12412871287128,Oceania,"By 1000 B.C., Micronesian and Polynesian settlers inhabited Nauru, and the island was divided among 12 clans. Nauru developed in relative isolation because ocean currents made landfall on the island difficult. As a result, the Nauruan language does not clearly resemble any other in the Pacific region. In 1798, a British mariner was the first European to spot the island and by 1830, European whalers used Nauru as a supply stop, trading firearms for food. A civil war in 1878 reduced the population by more than a third. Germany forcibly annexed Nauru in 1888 by holding the 12 chiefs under house arrest until they consented to the annexation. Phosphate was discovered in 1900 and was heavily mined, although Nauru and Nauruans earned about one tenth of one percent of the profits from the phosphate deposits.Australian forces captured Nauru from Germany during World War I, and in 1919, it was placed under a joint Australian-British-New Zealand mandate with Australian administration. Japan occupied Nauru during World War II and used its residents as forced labor elsewhere in the Pacific while destroying much of the infrastructure on the island. After the war, Nauru became a UN trust territory under Australian administration. In 1962, recognizing the phosphate stocks would eventually be depleted, Australian Prime Minister Robert MENZIES offered to resettle all Nauruans on Curtis Island in Queensland, but Nauruans rejected that plan and opted for independence, which was achieved in 1968. In 1970, Nauru purchased the phosphate mining assets, and income from the mines made Nauruans among the richest people in the world. However, a series of unwise investments led to near bankruptcy by 2000. Widespread phosphate mining officially ceased in 2006. As its economy faltered, Nauru briefly tried to rebrand itself as an offshore banking haven, an initiative that ended in 2005, and the country made a successful bid for Russian humanitarian aid in 2008. In 2001, Australia set up the Nauru Regional Processing Center (NRPC), an offshore refugee detention facility, paying Nauru per person at the center. The NRPC closed in 2008 but reopened in 2012. The number of refugees steadily declined after 2014, and in 2020, the remaining people were moved to Brisbane, Australia, effectively shuttering the NRPC. However, in 2023, Australia agreed to continue funding NRPC for two years and restarted settling asylees in the center in mid-2023. The center remains the Government of Nauru’s largest source of income."
Nepal,57956931,23429129,2330220.213,14.949094752475249,67.82720792079208,Asia,"During the late 18th and early 19th centuries, the principality of Gorkha united many of the other principalities and states of the sub-Himalayan region into a Nepali Kingdom. Nepal retained its independence after the Anglo-Nepalese War of 1814-16, and the subsequent peace treaty laid the foundations for two centuries of amicable relations between Britain and Nepal. (The Brigade of Gurkhas continues to serve in the British Army to the present day.) In 1951, the Nepali monarch ended the century-old system of hereditary rule and instituted a cabinet system that brought political parties into the government. That arrangement lasted until 1960, when political parties were again banned, but it was reinstated in 1990 with the establishment of a multiparty democracy within the framework of a constitutional monarchy. A Maoist-led insurgency broke out in 1996. During the ensuing 10-year civil war between Maoist and government forces, the monarchy dissolved the cabinet and parliament. In 2001, Crown Prince DIPENDRA first massacred the royal family and then shot himself. His brother GYANENDRA became king, and the monarchy reassumed absolute power the next year. A peace accord in 2006 led to the promulgation of an interim constitution in 2007. After a nationwide Constituent Assembly (CA) election in 2008, the newly formed CA declared Nepal a federal democratic republic, abolished the monarchy, and elected the country's first president. When the CA failed to draft a Supreme Court-mandated constitution, then-Prime Minister Baburam BHATTARAI dissolved the CA. An interim government held elections in 2013, in which the Nepali Congress (NC) won the largest share of seats. In 2014, NC formed a coalition government with the second-place Communist Party of Nepal-Unified Marxist-Leninist (UML). Nepal's new constitution came into effect in 2015, at which point the CA became the Parliament and Khagda Prasad Sharma OLI the first post-constitution prime minister (2015-16). He resigned ahead of a no-confidence motion, and Parliament elected Communist Party of Nepal-Maoist (CPN-M) leader Pushpa Kamal DAHAL as prime minister. The parties headed by OLI and DAHAL ran in coalition and swept the parliamentary elections in 2017, and OLI was sworn in as prime minister in 2018. OLI's efforts to dissolve parliament and hold elections were declared unconstitutional in 2021, and the opposition-supported NC leader Sher Bahadur DEUBA was named prime minister. The NC won a majority of seats in the parliamentary elections in 2022, but DAHAL then broke with the ruling coalition and partnered with OLI and the CPN-UML to become prime minister. DAHAL's first cabinet lasted about two months, until OLI withdrew his support over disagreements about ministerial assignments. In early 2023, DAHAL survived a vote of confidence and formed a coalition with the NC to remain prime minister."
Netherlands,19569028,14296245,1551249.351,77.89780366336633,57.207,Europe,"The Dutch United Provinces declared their independence from Spain in 1581; during the 17th century, they became a leading seafaring and commercial power, with settlements and colonies around the world. After 18 years of French domination, the Netherlands regained its independence in 1813. In 1830, Belgium seceded and formed a separate kingdom. The Netherlands remained neutral in World War I but suffered German invasion and occupation in World War II. A modern, industrialized nation, the Netherlands is also a large exporter of agricultural products. The country was a founding member of NATO and the EEC (now the EU) and participated in the introduction of the euro in 1999. In 2010, the former Netherlands Antilles was dissolved and the three smallest islands -- Bonaire, Sint Eustatius, and Saba -- became special municipalities in the Netherlands administrative structure. The larger islands of Sint Maarten and Curacao joined the Netherlands and Aruba as constituent countries forming the Kingdom of the Netherlands. In 2018, the Sint Eustatius island council (governing body) was dissolved and replaced by a government commissioner to restore the integrity of public administration. According to the Dutch Government, the intervention will be as ""short as possible and as long as needed."""
New Caledonia,397435,157345,21703.175,61.22835584158416,61.20746534653465,Oceania,"The first humans settled in New Caledonia around 1600 B.C. The Lapita were skilled navigators, and evidence of their pottery around the Pacific has served as a guide for understanding human expansion in the region. Successive waves of migrants from other islands in Melanesia intermarried with the Lapita, giving rise to the Kanak ethnic group considered indigenous to New Caledonia. British explorer James COOK was the first European to visit New Caledonia in 1774, giving it the Latin name for Scotland. Missionaries first landed in New Caledonia in 1840. In 1853, France annexed New Caledonia to preclude any British attempt to claim the island. France declared it a penal colony in 1864 and sent more than 20,000 prisoners to New Caledonia in the ensuing three decades.Nickel was discovered in 1864, and French prisoners were directed to mine it. France brought in indentured servants and enslaved labor from elsewhere in Southeast Asia to work the mines, blocking Kanaks from accessing the most profitable part of the local economy. In 1878, High Chief ATAI led a rebellion against French rule. The Kanaks were relegated to reservations, leading to periodic smaller uprisings and culminating in a large revolt in 1917 that colonial authorities brutally suppressed. During World War II, New Caledonia became an important base for Allied troops, and the US moved its South Pacific headquarters to the island in 1942. Following the war, France made New Caledonia an overseas territory and granted French citizenship to all inhabitants in 1953, thereby permitting the Kanaks to move off the reservations.The Kanak nationalist movement began in the 1950s, but most voters chose to remain a territory in an independence referendum in 1958. The European population of New Caledonia boomed in the 1970s with a renewed focus on nickel mining, reigniting Kanak nationalism. Key Kanak leaders were assassinated in the early 1980s, leading to escalating violence and dozens of fatalities. The Matignon Accords of 1988 provided for a 10-year transition period. The Noumea Accord of 1998 transferred increasing governing responsibility from France to New Caledonia over a 20-year period and provided for three independence referenda. In the first held in 2018, voters rejected independence by 57% to 43%; in the second held in 2020, voters rejected independence 53% to 47%. In the third referendum held in 2021, voters rejected independence 96% to 4%; however, a boycott by key Kanak groups spurred challenges about the legitimacy of the vote. Pro-independence parties subsequently won a majority in the New Caledonian Government for the first time. France and New Caledonia officials remain in talks about the status of the territory."
New Zealand,5804011,3271171,406822.382,84.29693752475248,59.24084158415842,Oceania,"Polynesians settled New Zealand between the late 1200s and the mid-1300s. They called the land Aotearoa, which legend holds is the name of the canoe that Kupe, the first Polynesian in New Zealand, used to sail to the country; the name Aotearoa is now in widespread use as the local Maori name for the country. By the 1500s, competition for land and resources led to intermittent fighting between different Maori tribes as large game became extinct. Dutch explorer Abel TASMAN was the first European to see the islands in 1642 but left after an encounter with local Maori. British sea captain James COOK arrived in 1769, followed by whalers, sealers, and traders. The UK only nominally claimed New Zealand and included it as part of New South Wales in Australia. Concerns about increasing lawlessness led the UK to appoint its first British Resident in New Zealand in 1832, although the position had few legal powers. In 1835, some Maori tribes from the North Island declared independence. Fearing an impending French settlement and takeover, the majority of Maori chiefs signed the Treaty of Waitangi with the British in 1840. Land tenure issues stemming from the treaty are still being actively negotiated in New Zealand.The UK declared New Zealand a separate colony in 1841 and granted limited self-government in 1852. Different traditions of authority and land use led to a series of wars between Europeans and various Maori tribes from the 1840s to the 1870s. Along with disease, these conflicts halved the Maori population. In the 1890s, New Zealand initially expressed interest in joining independence talks with Australia but ultimately opted against it and changed its status to an independent dominion in 1907. New Zealand provided more than 100,000 troops during each World War, many of whom fought as part of the Australia and New Zealand Army Corps (ANZAC). New Zealand reaffirmed its independence in 1947 and signed the Australia, New Zealand, and US (ANZUS) Treaty in 1951. Beginning in 1984, New Zealand began to adopt nuclear-free policies, contributing to a dispute with the US over naval ship visits that led the US to suspend its defense obligations to New Zealand in 1986, but bilateral relations and military ties have been revitalized since the 2010s with new security agreements. A key challenge for Auckland that has emerged over the past decade is balancing concerns over China’s growing influence in the Pacific region with its role as New Zealand's largest export destination. New Zealand has close ties with Australia based to a large extent on the two nations’ common origins as British colonies and their shared military history."
Nicaragua,12658617,3633846,513966.895,54.28863732673267,75.90830693069306,Americas,"The Pacific coast of Nicaragua was settled as a Spanish colony in the early 16th century. Independence from Spain was declared in 1821, and the country became an independent republic in 1838. Britain occupied the Caribbean Coast in the first half of the 19th century, but gradually ceded control of the region in subsequent decades. By 1978, violent opposition to governmental manipulation and corruption resulted in a short-lived civil war that brought a civil-military coalition to power in 1979, spearheaded by Marxist Sandinista guerrillas led by Daniel ORTEGA Saavedra. Nicaraguan aid to leftist rebels in El Salvador prompted the US to sponsor anti-Sandinista Contra guerrillas through much of the 1980s. After losing free and fair elections in 1990, 1996, and 2001, ORTEGA was elected president in 2006, 2011, 2016, and most recently in 2021. Municipal, regional, and national-level elections since 2008 have been marred by widespread irregularities. Democratic institutions have lost their independence under the ORTEGA regime as the president has assumed full control over all branches of government, as well as cracking down on a nationwide pro-democracy protest movement in 2018 and shuttering over 3,300 civil society organizations between 2018 and 2024. In the lead-up to the 2021 presidential election, authorities arrested over 40 individuals linked to the opposition, including presidential candidates, private sector leaders, NGO workers, human rights defenders, and journalists. Only five lesser-known presidential candidates from mostly small parties allied to ORTEGA's Sandinistas were allowed to run against ORTEGA. He then awarded the Sandinistas control of all 153 of Nicaraguan municipalities in the 2022 municipal elections, consolidating one-party rule. "
